location,site,habitat,year,ttm,plot.code,teabag.pair,tea.type,length,code,initial.weight,final.weight,soil.moisture.1,soil.moisture.2,soil.moisture.m,moss.thickness,litter.thickness,shrubs,soil.depth,burial.date,recovery.date,days.buried,ph.1,ph.2,ph.m,comments
Svalbard,Endalen,NNW moss,2016,warming,B4,a,G,3,B4.aG3,2.022,1.1302,,,18.2,3,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B4,b,G,3,B4.bG3,2.123,1.1636,,,18.7,3,,,6,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B4,a,R,3,B4.aR3,2.173,1.6355,,,18.2,5,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B4,b,R,3,B4.bR3,2.149,1.6492,,,18.7,3,,,7,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,a,G,F,B5.aGF,2.163,0.9418,,,49.3,7,,,9,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,b,G,F,B5.bGF,1.943,NA,,,33.9,6,,,7,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,a,R,F,B5.aRF,2.127,1.6435,,,49.3,8,,,7,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,b,R,F,B5.bRF,2.226,1.67,,,33.9,6,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,a,G,3,B5.aG3,1.879,1.0673,,,41.4,4,,,9,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,b,G,3,B5.bG3,2.073,1.2081,,,30.4,9,,,7,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,a,R,3,B5.aR3,2.190,1.6801,,,41.4,3,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B5,b,R,3,B5.bR3,2.160,1.5944,,,30.4,8,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,a,G,F,B6.aGF,1.965,NA,,,30.4,6,,,7,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,b,G,F,B6.bGF,2.073,1.0343,,,32.4,2,,,3,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,a,R,F,B6.aRF,2.221,1.7108,,,30.4,4,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,b,R,F,B6.bRF,2.226,1.6924,,,32.4,4,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,a,G,3,B6.aG3,2.029,1.1105,,,38.9,4,,,4,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,b,G,3,B6.bG3,2.064,1.1113,,,32.2,7,,,3,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,a,R,3,B6.aR3,2.198,1.6697,,,38.9,3,,,4,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B6,b,R,3,B6.bR3,2.140,1.623,,,32.2,8,,,4,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,a,G,F,B7.aGF,1.877,0.6852,,,58.5,5,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,b,G,F,B7.bGF,2.007,0.919,,,26.1,5,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,a,R,F,B7.aRF,2.110,1.6345,,,58.5,5,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,b,R,F,B7.bRF,2.228,1.6229,,,26.1,5,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,a,G,3,B7.aG3,2.051,0.8055,,,26.6,4,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,b,G,3,B7.bG3,2.058,0.9027,,,23.8,4,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,a,R,3,B7.aR3,2.171,1.5461,,,26.6,4,,,9,,,,,,,
Svalbard,Endalen,NNW moss,2016,exclosure,B7,b,R,3,B7.bR3,2.141,1.5869,,,23.8,4,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,a,G,F,B8.aGF,2.009,0.8803,,,39.2,10,,,7,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,b,G,F,B8.bGF,2.152,0.7778,,,51.1,12,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,a,R,F,B8.aRF,2.202,1.7827,,,39.2,10,,,4,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,b,R,F,B8.bRF,2.229,1.9593,,,51.1,12,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,a,G,3,B8.aG3,2.055,0.9467,,,42.9,7,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,b,G,3,B8.bG3,2.064,0.8947,,,46.3,8,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,a,R,3,B8.aR3,2.130,1.5478,,,42.9,7,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,warming,B8,b,R,3,B8.bR3,2.180,1.6653,,,46.3,8,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,a,G,F,B9.aGF,1.954,1.0275,,,37.4,6,,,5,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,b,G,F,B9.bGF,2.015,0.8734,,,40.3,3,,,3,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,a,R,F,B9.aRF,2.217,1.6836,,,37.4,6,,,4,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,b,R,F,B9.bRF,2.224,1.7087,,,40.3,3,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,a,G,3,B9.aG3,2.075,0.9579,,,30.5,7,,,3,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,b,G,3,B9.bG3,2.039,NA,,,39,6,,,8,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,a,R,3,B9.aR3,2.222,1.6444,,,30.5,7,,,4,,,,,,,
Svalbard,Endalen,NNW moss,2016,control,B9,b,R,3,B9.bR3,2.203,1.7633,,,39,5,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,a,G,3,BL1.aG3,2.070,0.8771,,,54.4,0,,CRUST,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,b,G,3,BL1.bG3,2.060,0.9165,,,30.5,3,,,3,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,a,G,F,BL1.aGF,2.000,0.7526,,,51.1,3,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,b,G,F,BL1.bGF,2.076,0.847,,,43.4,0,,DRYOCT D,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,a,R,F,BL1.aRF,2.180,1.7048,,,51.1,3,,,3,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,b,R,F,BL1.bRF,2.230,1.7822,,,43.4,1,,DRYOCT D,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,a,R,3,BL1.aR3,2.220,1.7481,,,54.4,0,,CRUST,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL1,b,R,3,BL1.bR3,2.229,1.7607,,,30.5,3,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,a,G,3,BL10.aG3,2.194,1.0576,,,27.2,2,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,b,G,3,BL10.bG3,2.014,NA,,,43.7,1,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,a,G,F,BL10.aGF,2.088,0.9061,,,39.3,2,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,b,G,F,BL10.bGF,2.006,0.9054,,,36.3,2,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,a,R,F,BL10.aRF,2.179,1.7443,,,39.3,3,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,b,R,F,BL10.bRF,2.182,1.7847,,,36.3,3,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,a,R,3,BL10.aR3,2.230,1.7528,,,27.2,1,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL10,b,R,3,BL10.bR3,2.164,1.8955,,,43.7,1,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,a,G,3,BL2.aG3,2.127,0.9052,,,52.9,1,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,b,G,3,BL2.bG3,2.020,0.7518,,,55.6,4,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,a,G,F,BL2.aGF,2.010,0.7304,,,55.8,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,b,G,F,BL2.bGF,2.049,0.7486,,,56.1,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,a,R,F,BL2.aRF,2.168,1.7899,,,55.8,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,b,R,F,BL2.bRF,2.157,1.7252,,,56.1,2,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,a,R,3,BL2.aR3,2.127,1.778,,,52.9,1,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL2,b,R,3,BL2.bR3,2.152,1.7125,,,55.6,3,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,a,G,3,BL3.aG3,2.107,0.7962,,,54.9,3,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,b,G,3,BL3.bG3,2.137,0.8729,,,67.6,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,a,G,F,BL3.aGF,1.992,0.8278,,,40.2,5,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,b,G,F,BL3.bGF,2.020,0.6814,,,52.3,3,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,a,R,F,BL3.aRF,2.147,1.5763,,,40.2,4,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,b,R,F,BL3.bRF,2.106,1.5777,,,52.3,3,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,a,R,3,BL3.aR3,2.081,1.5427,,,54.9,3,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL3,b,R,3,BL3.bR3,2.111,1.6736,,,67.6,3,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,a,G,3,BL4.aG3,2.066,1.0288,,,44.9,2,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,b,G,3,BL4.bG3,2.210,1.1826,,,36.0,1,,,3,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,a,G,F,BL4.aGF,2.052,0.7474,,,52.0,2,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,b,G,F,BL4.bGF,2.086,0.7353,,,49.3,2,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,a,R,F,BL4.aRF,2.158,1.7464,,,52.0,2,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,b,R,F,BL4.bRF,2.190,1.7162,,,49.3,2,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,a,R,3,BL4.aR3,2.161,2.0832,,,44.9,2,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL4,b,R,3,BL4.bR3,2.203,1.7922,,,36.0,1,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,a,G,3,BL5.aG3,2.015,0.7782,,,47.5,2,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,b,G,3,BL5.bG3,1.971,0.7588,,,52.6,2,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,a,G,F,BL5.aGF,1.996,0.6798,,,49.8,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,b,G,F,BL5.bGF,2.060,0.5813,,,59.8,3,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,a,R,F,BL5.aRF,2.215,NA,,,49.8,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,b,R,F,BL5.bRF,2.167,NA,,,59.8,3,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,a,R,3,BL5.aR3,2.148,1.9158,,,47.5,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL5,b,R,3,BL5.bR3,2.200,1.7255,,,52.6,2,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,a,G,3,BL6.aG3,2.080,0.8647,,,42.3,1,,MOSS D,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,b,G,3,BL6.bG3,2.106,0.8606,,,45.6,3,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,a,G,F,BL6.aGF,2.069,1.0292,,,34.9,5,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,b,G,F,BL6.bGF,2.012,0.8362,,,53.0,4,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,a,R,F,BL6.aRF,2.166,1.8257,,,34.9,5,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,b,R,F,BL6.bRF,2.218,1.8534,,,53.0,4,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,a,R,3,BL6.aR3,2.195,1.7161,,,42.3,1,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL6,b,R,3,BL6.bR3,2.196,2.0101,,,45.6,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,a,G,3,BL7.aG3,2.082,0.9197,,,61.2,0,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,b,G,3,BL7.bG3,2.040,1.0379,,,43.0,3,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,a,G,F,BL7.aGF,2.032,NA,,,42.4,2,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,b,G,F,BL7.bGF,2.107,0.7108,,,55.5,2,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,a,R,F,BL7.aRF,2.231,1.6655,,,42.4,2,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,b,R,F,BL7.bRF,2.222,1.7383,,,55.5,2,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,a,R,3,BL7.aR3,2.241,1.7886,,,61.2,0,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL7,b,R,3,BL7.bR3,2.250,NA,,,43.0,3,,,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,a,G,3,BL8.aG3,2.071,0.9703,,,34.3,1,,,3,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,b,G,3,BL8.bG3,2.021,0.8049,,,45.6,4,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,a,G,F,BL8.aGF,2.067,0.8304,,,46.0,1,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,b,G,F,BL8.bGF,2.080,0.8381,,,44.8,1,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,a,R,F,BL8.aRF,2.196,1.7328,,,46.0,1,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,b,R,F,BL8.bRF,2.189,1.6631,,,44.8,1,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,a,R,3,BL8.aR3,2.217,1.7789,,,34.3,2,,,6,,,,,,,
Svalbard,Endalen,Snowbed,2016,control,BL8,b,R,3,BL8.bR3,2.221,1.7855,,,45.6,4,,,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,a,G,3,BL9.aG3,1.993,1.0475,,,34.8,0,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,b,G,3,BL9.bG3,2.080,0.8847,,,39.0,0,,CRUST,8,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,a,G,F,BL9.aGF,2.123,1.025,,,34.9,0,,CRUST,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,b,G,F,BL9.bGF,2.037,0.7565,,,26.6,3,,,5,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,a,R,F,BL9.aRF,2.147,1.9084,,,34.9,0,,CRUST,7,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,b,R,F,BL9.bRF,2.185,1.6124,,,26.6,3,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,a,R,3,BL9.aR3,2.173,1.6775,,,34.8,0,,,4,,,,,,,
Svalbard,Endalen,Snowbed,2016,warming,BL9,b,R,3,BL9.bR3,2.158,1.7183,,,39.0,0,,,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,a,G,3,CL1.aG3,2.107,0.9846,,,50.2,0,,,3,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,b,G,3,CL1.bG3,2.076,1.0767,,,74,0,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,a,G,F,CL1.aGF,2.086,0.9786,,,51.7,2,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,b,G,F,CL1.bGF,2.142,0.9487,,,75.2,0,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,a,R,F,CL1.aRF,2.093,NA,,,51.7,2,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,b,R,F,CL1.bRF,2.064,1.7535,,,75.2,0,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,a,R,3,CL1.aR3,2.121,1.8023,,,50.2,0,,,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL1,b,R,3,CL1.bR3,2.089,1.7075,,,74,0,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,a,G,3,CL10.aG3,2.052,1.0257,,,53.1,0,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,b,G,3,CL10.bG3,2.119,1.1185,,,35.7,1,,CASTET SD,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,a,G,F,CL10.aGF,1.971,1.1462,,,40.8,0,1,,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,b,G,F,CL10.bGF,2.076,1.0991,,,60.4,1,,CASTET SD,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,a,R,F,CL10.aRF,2.205,1.9081,,,40.8,0,1,SALPOL,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,b,R,F,CL10.bRF,2.186,1.7743,,,60.4,1,,CASTET SD,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,a,R,3,CL10.aR3,2.127,1.6837,,,53.1,0,,,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,control,CL10,b,R,3,CL10.bR3,2.227,1.8191,,,35.7,1,,CASTET SD,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,a,G,3,CL11.aG3,2.039,1.0352,,,58.3,0,,,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,b,G,3,CL11.bG3,2.061,1.0008,,,27.8,5,,,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,a,G,F,CL11.aGF,2.093,1.0457,,,30,3,,,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,b,G,F,CL11.bGF,1.999,1.0111,,,32,2,,,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,a,R,F,CL11.aRF,2.108,1.663,,,30,3,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,b,R,F,CL11.bRF,2.179,1.8786,,,32,2,,,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,a,R,3,CL11.aR3,2.140,1.8819,,,58.3,0,,,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL11,b,R,3,CL11.bR3,2.120,1.7307,,,27.8,3,,,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,a,G,3,CL12.aG3,2.040,1.0899,,,27.1,3,,CASTET,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,b,G,3,CL12.bG3,2.167,1.2339,,,27.1,4,,CASTET,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,a,G,F,CL12.aGF,2.099,0.9192,,,56.1,3,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,b,G,F,CL12.bGF,2.077,1.0658,,,27.7,6,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,a,R,F,CL12.aRF,2.244,1.8901,,,56.1,3,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,b,R,F,CL12.bRF,2.239,1.8109,,,27.7,0,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,a,R,3,CL12.aR3,2.184,1.8018,,,27.1,3,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL12,b,R,3,CL12.bR3,2.217,1.7262,,,27.1,3,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,a,G,3,CL13.aG3,2.049,1.1458,,,44.5,4,,DRY OCT,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,b,G,3,CL13.bG3,1.998,1.146,,,74.1,1,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,a,G,F,CL13.aGF,1.950,1.0434,,,57.3,3,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,b,G,F,CL13.bGF,1.951,1.011,,,45.7,2,,CASTET SD,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,a,R,F,CL13.aRF,2.164,1.7155,,,57.3,4,,CASTET,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,b,R,F,CL13.bRF,2.108,1.7158,,,45.7,2,,CASTET SD,4,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,a,R,3,CL13.aR3,2.209,1.808,,,44.5,4,,DRY OCT,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL13,b,R,3,CL13.bR3,2.160,1.7484,,,74.1,1,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,a,G,3,CL14.aG3,2.089,1.1358,,,39.1,1,,CASTET,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,b,G,3,CL14.bG3,2.039,1.2031,,,44.2,0,,CRUST,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,a,G,F,CL14.aGF,1.904,0.7998,,,21.3,3,,CASTET,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,b,G,F,CL14.bGF,2.088,0.9844,,,53.9,2,,CASTET,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,a,R,F,CL14.aRF,2.155,1.6968,,,21.3,3,,CASTET,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,b,R,F,CL14.bRF,2.198,1.8002,,,53.9,2,,CASTET,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,a,R,3,CL14.aR3,2.177,1.7366,,,39.1,1,,CASTET,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL14,b,R,3,CL14.bR3,2.131,1.77,,,44.2,0,,CRUST,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,a,G,3,CL15.aG3,2.040,1.0775,,,42.7,2,,CASTET SD,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,b,G,3,CL15.bG3,2.024,1.1093,,,45.7,4,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,a,G,F,CL15.aGF,2.068,1.0973,,,49.4,0,,CRUST,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,b,G,F,CL15.bGF,2.036,0.9615,,,40.7,1,,CASTET,4,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,a,R,F,CL15.aRF,2.249,1.7107,,,49.4,0,,CRUST,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,b,R,F,CL15.bRF,2.213,1.6857,,,40.7,7,,CASTET SD,4,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,a,R,3,CL15.aR3,2.195,1.7095,,,42.7,2,,CASTET SD,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL15,b,R,3,CL15.bR3,2.166,1.7657,,,45.7,3,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,a,G,3,CL16.aG3,2.022,1.031,,,58.2,1,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,b,G,3,CL16.bG3,2.061,1.122,,,54.6,0,,CRUST,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,a,G,F,CL16.aGF,2.051,1.0398,,,43,2,,CASTET SD,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,b,G,F,CL16.bGF,1.976,1.0377,,,58,2,,CASTET,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,a,R,F,CL16.aRF,2.208,1.762,,,43,2,,CASTET SD,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,b,R,F,CL16.bRF,2.167,1.7278,,,58,1,,,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,a,R,3,CL16.aR3,2.158,1.758,,,58.2,1,,,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL16,b,R,3,CL16.bR3,2.199,1.853,,,54.6,0,,CRUST,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,a,G,3,CL17.aG3,2.044,1.0831,,,58.8,2,,CASTET,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,b,G,3,CL17.bG3,1.879,1.0717,,,44,3,,CASTET,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,a,G,F,CL17.aGF,2.041,1.0034,,,39.3,0,,,4,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,b,G,F,CL17.bGF,2.126,1.0765,,,40,2,,CASTET SD,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,a,R,F,CL17.aRF,2.134,1.6915,,,39.3,0,,,5,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,b,R,F,CL17.bRF,2.253,1.7278,,,40,2,,CASTET SD,7,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,a,R,3,CL17.aR3,2.250,1.7128,,,58.8,2,,CASTET ,4,,,,,,,
Svalbard,Endalen,Cassiope,2016,exclosure,CL17,b,R,3,CL17.bR3,2.218,1.6822,,,44,3,,CASTET,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL18,a,G,3,CL18.aG3,2.077,1.1673,,,68.2,3,,CASTET,8,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL18,b,G,3,CL18.bG3,1.876,1.0008,,,71,0,,CRUST,6,,,,,,,
Svalbard,Endalen,Cassiope,2016,warming,CL18,a,G,F,CL18.aGF,1.948,0.9681,,,73.1,0,,,6,,,,,,,
